,Kingdom,Phylum,Class,Order,Family,Genus
ASV_4828,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4829,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_4830,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4831,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA
ASV_4832,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes
ASV_4833,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_4834,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4835,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_4837,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_4838,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4839,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4840,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_4841,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA
ASV_4842,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,oc32
ASV_4843,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,Sh765B-TzT-35
ASV_4844,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4845,Bacteria,Acidobacteria,Subgroup_18,NA,NA,NA
ASV_4846,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_4847,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA
ASV_4848,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_4849,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4850,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_4851,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,B1-7BS,NA
ASV_4852,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,NA
ASV_4853,Bacteria,Acidobacteria,Acidobacteriia,Subgroup_13,NA,NA
ASV_4854,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV_4855,Bacteria,Rokubacteria,NC10,Rokubacteriales,NA,NA
ASV_4856,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4857,Bacteria,Acidobacteria,Subgroup_18,NA,NA,NA
ASV_4858,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,NA
ASV_4859,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NA
ASV_4860,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Sediminibacter
ASV_4861,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA
ASV_4862,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Syntrophorhabdaceae,Syntrophorhabdus
ASV_4863,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4864,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_4865,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix
ASV_4866,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
ASV_4867,Bacteria,Elusimicrobia,Lineage_IIa,NA,NA,NA
ASV_4868,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,GWE2-31-10
ASV_4869,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Natranaerovirga
ASV_4870,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA
ASV_4871,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_4872,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4873,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1
ASV_4874,Bacteria,LCP-89,NA,NA,NA,NA
ASV_4875,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA
ASV_4876,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4877,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_4878,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4879,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
ASV_4880,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_4881,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4882,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_4883,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas
ASV_4884,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_4885,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV_4886,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4887,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4888,Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
ASV_4889,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_4890,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4891,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_4892,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4893,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4894,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4895,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_4896,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_4897,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4898,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_4899,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Crenobacter
ASV_4900,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Crenobacter
ASV_4901,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_4902,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Lautropia
ASV_4903,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_4904,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_4905,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_4906,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_4907,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,NA
ASV_4908,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_4909,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_4910,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_4911,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_4912,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV_4913,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_4914,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_4915,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
ASV_4916,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_4917,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_4918,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_4919,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4920,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,NA,NA
ASV_4921,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA
ASV_4922,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_4923,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,NA,NA
ASV_4924,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4925,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_4926,Bacteria,Atribacteria,JS1,NA,NA,NA
ASV_4927,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,NA,NA
ASV_4928,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4929,Bacteria,NA,NA,NA,NA,NA
ASV_4930,Bacteria,Modulibacteria,Moduliflexia,Moduliflexales,Moduliflexaceae,NA
ASV_4931,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,B122,NA
ASV_4932,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_4933,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4934,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4935,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
ASV_4936,Bacteria,Armatimonadetes,DG-56,NA,NA,NA
ASV_4937,Archaea,NA,NA,NA,NA,NA
ASV_4938,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Haematospirillum
ASV_4939,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Pleurocapsa_PCC-7319
ASV_4940,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,NA
ASV_4941,Bacteria,Nitrospirae,4-29-1,NA,NA,NA
ASV_4942,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Fonticella
ASV_4943,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Candidatus_Methylospira
ASV_4944,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_4945,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4946,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4947,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4948,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4949,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,NA
ASV_4950,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4951,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4952,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_4953,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4954,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4955,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4956,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4957,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_4958,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_4959,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4960,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_4961,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium
ASV_4962,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_4963,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV_4964,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Methylibium
ASV_4965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
ASV_4966,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Crenobacter
ASV_4967,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_4968,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,NA
ASV_4969,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfoprunum
ASV_4970,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,NA
ASV_4971,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_4972,Bacteria,Proteobacteria,Gammaproteobacteria,JG36-GS-52,NA,NA
ASV_4973,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,NA
ASV_4974,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_4975,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_4976,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4977,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_4978,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7
ASV_4979,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_4980,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4981,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4982,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,NA
ASV_4983,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4984,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_4985,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_4986,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_4987,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_4988,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir2_lineage
ASV_4989,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_4990,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
ASV_4991,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_4992,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,NA,NA
ASV_4993,Bacteria,Actinobacteria,RBG-16-55-12,NA,NA,NA
ASV_4994,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA
ASV_4995,Bacteria,Chloroflexi,Dehalococcoidia,GIF3,NA,NA
ASV_4996,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_4997,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_4998,Bacteria,Armatimonadetes,DG-56,NA,NA,NA
ASV_4999,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,B1-7BS,NA
ASV_5000,Archaea,Crenarchaeota,Verstraetearchaeia,Methanomethyliales,Methanomethyliaceae,Candidatus_Methanomethylicus
ASV_5001,Archaea,Euryarchaeota,Thermoplasmata,NA,NA,NA
ASV_5002,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_5003,Bacteria,Chloroflexi,Dehalococcoidia,NA,NA,NA
ASV_5004,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1
ASV_5005,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_5006,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_5007,Archaea,Asgardaeota,Lokiarchaeia,NA,NA,NA
ASV_5008,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
ASV_5009,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_5010,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_5011,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_5012,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
ASV_5013,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA
ASV_5014,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,NA,NA
ASV_5015,Bacteria,Nitrospinae,P9X2b3D02,NA,NA,NA
ASV_5016,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloparacoccus
ASV_5017,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_5018,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA
ASV_5019,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_5020,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_5021,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_5022,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_5023,Bacteria,GAL15,NA,NA,NA,NA
ASV_5024,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_5025,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_5026,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_5027,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_5028,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_5029,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_5030,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_5031,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
ASV_5032,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV_5033,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_5034,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
ASV_5035,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_5036,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_5037,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_5038,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_5039,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA
ASV_5040,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA
ASV_5041,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_5042,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella
ASV_5043,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14
ASV_5044,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_5045,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_5046,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA
ASV_5047,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_5048,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA
ASV_5049,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula
ASV_5050,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_5051,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,NA,NA
ASV_5052,Bacteria,Acidobacteria,Subgroup_18,NA,NA,NA
ASV_5053,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter
ASV_5054,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_5055,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA
ASV_5056,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Candidatus_Anammoximicrobium
ASV_5057,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,PS-B29,NA
ASV_5058,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_5059,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV_5060,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,GWC2-45-44,NA
ASV_5061,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_5062,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,Candidatus_Latescibacter
ASV_5063,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA
ASV_5064,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_5065,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,NA,NA
ASV_5066,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_5067,Archaea,Euryarchaeota,Thermoplasmata,NA,NA,NA
ASV_5068,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_5069,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
ASV_5070,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Candidatus_Electronema
ASV_5071,Bacteria,Elusimicrobia,NA,NA,NA,NA
ASV_5072,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_5073,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_5074,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_5075,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_13
ASV_5076,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_5077,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_5078,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_5079,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_5080,Bacteria,Proteobacteria,Gammaproteobacteria,SZB30,NA,NA
ASV_5081,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_5082,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_5083,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Sulfuricellaceae,Ferritrophicum
ASV_5084,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA
ASV_5085,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_5086,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_5087,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_5088,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Crenobacter
ASV_5089,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_5090,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV_5091,Bacteria,Acidobacteria,Subgroup_18,NA,NA,NA
ASV_5092,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_5093,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_5094,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_5095,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_5096,Bacteria,Nitrospirae,4-29-1,NA,NA,NA
ASV_5097,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NA
ASV_5098,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_5099,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV_5100,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_5101,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_5102,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,NA
ASV_5103,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV_5104,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola
ASV_5105,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,NA,NA
ASV_5106,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA
ASV_5107,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio
