,Kingdom,Phylum,Class,Order,Family,Genus
ASV_4545,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4546,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,B1-7BS,NA
ASV_4547,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA
ASV_4548,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_4549,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4550,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4551,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix
ASV_4552,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Crenobacter
ASV_4553,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_4554,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4555,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,NA
ASV_4556,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,NA,NA,NA
ASV_4557,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_4558,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4559,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_4560,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA
ASV_4561,Bacteria,Actinobacteria,Coriobacteriia,OPB41,NA,NA
ASV_4562,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_4563,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_4564,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA
ASV_4565,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_4566,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,B1-7BS,NA
ASV_4567,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,NA
ASV_4568,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4569,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_4570,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_4571,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus
ASV_4572,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128
ASV_4573,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_4574,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_4575,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_4576,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
ASV_4577,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_4578,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_4579,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,NA,NA
ASV_4580,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_4581,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV_4582,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,NA,NA
ASV_4583,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4584,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_4585,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
ASV_4586,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA
ASV_4587,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
ASV_4588,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_4589,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4590,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_4591,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_4592,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4593,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_4594,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_4595,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV_4596,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4597,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_4598,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_4599,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Hoppeia
ASV_4600,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_4601,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_4602,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_4603,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_4604,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV_4605,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methyloglobulus
ASV_4606,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA
ASV_4607,Bacteria,Rokubacteria,NC10,Rokubacteriales,NA,NA
ASV_4608,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,NA
ASV_4609,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter
ASV_4610,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4611,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter
ASV_4612,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_4613,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_4614,Bacteria,PAUC34f,NA,NA,NA,NA
ASV_4615,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_4616,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_4617,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_4618,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA
ASV_4619,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4620,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV_4621,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_4622,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4623,Bacteria,Acidobacteria,NA,NA,NA,NA
ASV_4624,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_4625,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4626,Bacteria,LCP-89,NA,NA,NA,NA
ASV_4627,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,NA,NA
ASV_4628,Bacteria,Zixibacteria,NA,NA,NA,NA
ASV_4629,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4630,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4631,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV_4632,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,NA,NA
ASV_4633,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_4634,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,NA
ASV_4635,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_4636,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4637,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,GWD2-49-16
ASV_4638,Bacteria,Chlamydiae,LD1-PA32,NA,NA,NA
ASV_4639,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV_4640,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4641,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_4642,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4643,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4644,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4645,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4646,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4647,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_4648,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_4649,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4650,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_4651,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_4652,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4653,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_4654,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,NA
ASV_4655,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_4656,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Crenobacter
ASV_4657,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_4658,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4659,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4660,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Crenothrix
ASV_4661,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4662,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_4663,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_4664,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Syntrophorhabdaceae,Syntrophorhabdus
ASV_4665,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_4666,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4667,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_4668,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera
ASV_4669,Bacteria,Chloroflexi,OLB14,NA,NA,NA
ASV_4670,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
ASV_4671,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4672,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
ASV_4673,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum
ASV_4674,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_4675,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_4676,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_4677,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4678,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum
ASV_4679,Bacteria,Actinobacteria,RBG-16-55-12,NA,NA,NA
ASV_4680,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1
ASV_4681,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV_4682,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
ASV_4683,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_4684,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_4685,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_4686,Bacteria,Elusimicrobia,Lineage_IIb,NA,NA,NA
ASV_4687,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4688,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV_4689,Archaea,NA,NA,NA,NA,NA
ASV_4690,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_4691,Bacteria,PAUC34f,NA,NA,NA,NA
ASV_4692,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,NA,NA
ASV_4693,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
ASV_4694,Bacteria,Planctomycetes,Phycisphaerae,Pla1_lineage,NA,NA
ASV_4695,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_4696,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rivibacter
ASV_4697,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
ASV_4698,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,NA
ASV_4699,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1
ASV_4700,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_4701,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4702,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4703,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4704,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Methylibium
ASV_4705,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4706,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_4707,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_4708,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4709,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_4710,Bacteria,WS2,NA,NA,NA,NA
ASV_4711,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4712,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_4713,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4714,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4715,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4716,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA
ASV_4717,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4718,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4719,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,Sh765B-TzT-35
ASV_4720,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA
ASV_4721,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Crenothrix
ASV_4722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA
ASV_4723,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA
ASV_4724,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA
ASV_4725,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Zavarzinella
ASV_4726,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4727,Bacteria,Acidobacteria,Subgroup_26,NA,NA,NA
ASV_4728,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4729,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV_4730,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_4731,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV_4732,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_4733,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
ASV_4734,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_4735,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,NA,NA
ASV_4736,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus
ASV_4737,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,NA
ASV_4738,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir3_lineage
ASV_4739,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter
ASV_4740,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_4741,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),AKIW659
ASV_4742,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_4743,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_4744,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA
ASV_4745,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA
ASV_4746,Bacteria,Zixibacteria,NA,NA,NA,NA
ASV_4747,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,NA
ASV_4748,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,OLB12
ASV_4749,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA
ASV_4750,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,NA
ASV_4751,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_4752,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_4753,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4754,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4755,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,NA
ASV_4756,NA,NA,NA,NA,NA,NA
ASV_4757,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV_4758,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,NA,NA
ASV_4759,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus
ASV_4760,Bacteria,Bacteroidetes,OC31,NA,NA,NA
ASV_4761,Bacteria,TA06,NA,NA,NA,NA
ASV_4762,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,NA
ASV_4763,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
ASV_4764,Bacteria,Rokubacteria,NC10,Rokubacteriales,NA,NA
ASV_4765,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_4766,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_4767,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4768,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4769,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4770,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_4771,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_4772,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4773,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4774,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_4775,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,NA
ASV_4776,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_4777,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_4778,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4779,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_4780,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NA
ASV_4781,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_4782,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_4783,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
ASV_4784,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA
ASV_4785,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV_4786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_4787,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_4788,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_4789,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4790,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA
ASV_4791,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV_4792,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA
ASV_4793,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerobacterium
ASV_4794,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4795,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_4796,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),NA
ASV_4797,Bacteria,Planctomycetes,Phycisphaerae,Pla1_lineage,NA,NA
ASV_4798,Bacteria,TA06,NA,NA,NA,NA
ASV_4799,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_4800,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_4801,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_4802,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA
ASV_4803,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_4804,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV_4805,Bacteria,Edwardsbacteria,NA,NA,NA,NA
ASV_4806,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_4807,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_4808,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_4809,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA
ASV_4810,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_4811,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,PHOS-HE36,NA
ASV_4812,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_4813,Archaea,Crenarchaeota,Crenarchaeota_Incertae_Sedis,Aigarchaeales,Geothermarchaeaceae,NA
ASV_4814,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_4815,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NA
ASV_4816,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4817,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_4818,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,NA,NA
ASV_4819,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_4820,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_4821,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_13
ASV_4822,Bacteria,Armatimonadetes,DG-56,NA,NA,NA
ASV_4823,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Pelosinus
ASV_4824,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_4825,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NA
ASV_4826,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_4827,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
